EDGE_ID,FROM_ID,TO_ID,NAME,PRIORITY,TYPE
-377260524,3806333923,3806333922,,2,highway.service
-377260525,3806333905,3806333921,,2,highway.service
-377260526,3806333886,3806333868,,2,highway.service
-377260527,3806333907,3806333906,,2,highway.service
-377260532#0,3806333931,3806334266,,2,highway.service
-377260532#1,3806333923,3806333931,,2,highway.service
-377260535#0,3806334266,3806334260,,2,highway.service
-377260535#1,cluster_3806334267_62914356,3806334266,,2,highway.service
-377260537,3806333929,3806333928,,2,highway.service
-377260539,3806334285,3806334277,,2,highway.service
-377260540#0,3806334277,3806334276,,2,highway.service
-377260540#1,3806334273,3806334277,,2,highway.service
-377260540#2,3806334277,3806334273,,2,highway.service
-377260542#0,3806333929,3806333931,,2,highway.service
-377260542#1,3806333928,3806333929,,2,highway.service
-377260542#2,3806333926,3806333928,,2,highway.service
-377260544#0,3806333935,3806333926,,2,highway.service
-377260544#1,3806334259,3806333935,,2,highway.service
-377260544#2,3806334260,3806334259,,2,highway.service
-377260544#3,3806334259,3806334260,,2,highway.service
-384931528,3882855659,1677630524,,2,highway.service
-384931529,3882855669,3882855668,,2,highway.service
-384931530#0,3882855669,3882855661,,2,highway.service
-384931530#1,3882855671,3882855669,,2,highway.service
-384931531#0,3882855668,1978960557,,2,highway.service
-384931531#1,3882855670,3882855668,,2,highway.service
-384931532,62757585,3882853955,,2,highway.service
-42681261#0,63032137,533735552,8th Street,4,highway.residential
-42681261#1,63032138,63032137,8th Street,4,highway.residential
-42681261#2,62914673,63032138,8th Street,4,highway.residential
-42681261#3,62886180,62914673,8th Street,4,highway.residential
-42681261#4,62997259,62886180,8th Street,4,highway.residential
-42681261#5,3738244341,62997259,8th Street,4,highway.residential
-42681261#6,62948751,3738244341,8th Street,4,highway.residential
-42681261#7,62639200,62948751,8th Street,4,highway.residential
-42681261#8,4706460844,62639200,8th Street,4,highway.residential
-42681261#9,4706460846,4706460844,8th Street,4,highway.residential
-42683537,62868421,533761558,Harrison Boulevard,6,highway.tertiary
-42683539,533761558,533761562,Harrison Boulevard,6,highway.tertiary
-42683579,1794763831,295221231,Harrison Boulevard,6,highway.tertiary
-46263545#0,590594389,590594446,3rd Street,4,highway.residential
-46263545#1,1352537132,590594389,3rd Street,4,highway.residential
-46263545#2,590594437,1352537132,3rd Street,4,highway.residential
-46263545#3,1352537111,590594437,3rd Street,4,highway.residential
-46263545#4,590594405,1352537111,3rd Street,4,highway.residential
-46270885,62639190,590840631,Forest Street,5,highway.unclassified
-46270886,62898602,590840637,4th Street,5,highway.unclassified
-464967025,4600086477,62948948,,2,highway.service
-468109173#0,4680018748,4626653993,,2,highway.service
-468109173#1,4680018744,4680018748,,2,highway.service
-468109173#2,4680018773,4680018744,,2,highway.service
-468109173#3,4680018772,4680018773,,2,highway.service
-468109173#4,62929152,4680018772,,2,highway.service
-472080488,62986172,4663163810,,2,highway.service
-472310125,4665251139,cluster_3653236550_4665251138,,2,highway.service
-472314923,4665286470,4665286474,,2,highway.service
-472314924#0,4665286474,4665286469,,2,highway.service
-472314924#1,62657467,4665286474,,2,highway.service
-472314927,4665286483,4665286484,,2,highway.service
-472314928#0,4665286484,4665286485,,2,highway.service
-472314928#1,63032189,4665286484,,2,highway.service
-472314929,63032189,62657467,,2,highway.service
-473321094,62659027,4674545120,,2,highway.service
-473453254,4675696363,4675696364,,2,highway.service
-473453268,4675696441,4675696442,,2,highway.service
-473453270,4675696451,4675696450,,2,highway.service
-473968850,590841535,cluster_1656970448_4679979024,,2,highway.service
-473968858,cluster_1656970448_4679979024,4679979067,,2,highway.service
-473968860,4679979082,62914330,,2,highway.service
-473973449,4680018770,4680018769,,2,highway.service
-473973450,4680018773,4680018772,,2,highway.service
-477109496,cluster_4705111234_62898608_62997255,4705111228,,2,highway.service
-477109500,4705111273,4705111477,,2,highway.service
-477109501,4705111265,4705111273,,1,highway.track
-477109505,4705111494,4705111471,,2,highway.service
-477265403#0,4706460844,4706460847,,2,highway.service
-477265403#1,4706460843,4706460844,,2,highway.service
-477265403#2,4706460842,4706460843,,2,highway.service
-477265403#3,4706460840,4706460842,,2,highway.service
-477265403#4,4706460850,4706460840,,2,highway.service
-477276107,4706550202,4706550203,,1,highway.track
-477276108,4706550195,4706550197,,1,highway.track
-477276109,4706550197,4706550198,,1,highway.track
-477276110,4706550198,4706550202,,1,highway.track
-48486304#0,62657458,62915461,Hudson Street,4,highway.residential
-48486304#1,62879094,62657458,Hudson Street,4,highway.residential
-48486304#2,63021608,62879094,Hudson Street,4,highway.residential
-48486304#3,62982842,63021608,Hudson Street,4,highway.residential
-48486304#4,63021609,62982842,Hudson Street,4,highway.residential
-48486304#5,62946890,63021609,Hudson Street,4,highway.residential
-48486304#6,62760451,62946890,Hudson Street,4,highway.residential
-48486304#7,62923550,62760451,Hudson Street,4,highway.residential
-48486307#0,1611272297,62858610,Quarry Road,6,highway.tertiary
-48486307#1,1611272221,1611272297,Quarry Road,6,highway.tertiary
-48486307#2,62668271,1611272221,Quarry Road,6,highway.tertiary
-48486307#3,62984978,62668271,Quarry Road,6,highway.tertiary
-48486307#4,62757958,62984978,Quarry Road,6,highway.tertiary
-48486307#5,62678457,62757958,Quarry Road,6,highway.tertiary
-48486307#6,62893861,62678457,Quarry Road,6,highway.tertiary
-48486314#0,62984964,cluster_4732179483_62868480_62984962,Quarry Road,6,highway.tertiary
-48486314#1,62984970,62984964,Quarry Road,6,highway.tertiary
-496231896#0,62757961,62757958,Parkway Street,4,highway.residential
-496231896#1,62757963,62757961,Parkway Street,4,highway.residential
-496231897,62757949,62757947,Parkway Street,4,highway.residential
-496231899#0,62668270,62668268,Vreeland Street,4,highway.residential
-496231899#1,62668271,62668270,Vreeland Street,4,highway.residential
-498063398,62704614,1595639441,,2,highway.service
-498063400#0,4895440181,4895440180,,2,highway.service
-498063400#1,4895440182,4895440181,,2,highway.service
-498063400#2,4895440183,4895440182,,2,highway.service
-498063402#0,4895440184,62662541,,2,highway.service
-498063402#1,4895440185,4895440184,,2,highway.service
-498063402#2,4895440186,4895440185,,2,highway.service
-498063403#0,4895440188,4895440187,,2,highway.service
-498063403#1,4895440189,4895440188,,2,highway.service
-498063405#0,4895440191,4895440190,,2,highway.service
-498063405#1,4895440192,4895440191,,2,highway.service
-498063405#2,4895440193,4895440192,,2,highway.service
-498063406,4895440196,cluster_4895440194_4895440197,,2,highway.service
-498063407#0,4895440199,cluster_4895440194_4895440197,,2,highway.service
-498063407#1,4895440200,4895440199,,2,highway.service
-498063407#2,cluster_4895440201_4895440202,4895440200,,2,highway.service
-498063408#0,4895440203,cluster_4895440201_4895440202,,2,highway.service
-498063408#1,4895440204,4895440203,,2,highway.service
-498063408#2,4895440205,4895440204,,2,highway.service
-498063877,4895443923,4895443922,,2,highway.service
-498063878,cluster_1611253151_4895443925,4895443924,,2,highway.service
-498063879#0,4895443927,4895443926,,2,highway.service
-498063879#1,62672933,4895443927,,2,highway.service
-498063880#0,63010465,4895443928,,2,highway.service
-498063880#1,4895443930,63010465,,2,highway.service
-498063880#2,4895443929,4895443930,,2,highway.service
-498063881,4895443931,4895443930,,2,highway.service
-498063882,4895443933,4895443932,,2,highway.service
-498063883#0,4895443938,4895443934,,2,highway.service
-498063883#1,62933577,4895443938,,2,highway.service
-498063883#2,4895443951,62933577,,2,highway.service
-498063883#3,4895443935,4895443951,,2,highway.service
-498063884,4895443937,4895443936,,2,highway.service
-498063885#0,4895443939,4895443938,,2,highway.service
-498063885#1,4895443940,4895443939,,2,highway.service
-498063885#2,4895443942,4895443940,,2,highway.service
-498063886#0,4895443945,4895443943,,2,highway.service
-498063886#1,4895443944,4895443945,,2,highway.service
-498063887#0,4895443946,4895443945,,2,highway.service
-498063887#1,4895443947,4895443946,,2,highway.service
-498063888,4895443946,63047630,,2,highway.service
-498063889#0,4895443948,63047636,,2,highway.service
-498063889#1,4895443949,4895443948,,2,highway.service
-498063890,4895443944,4895443948,,2,highway.service
-498063891,4895443951,4895443950,,2,highway.service
-498063892,4895443953,4895443952,,2,highway.service
-498063893#0,4895443955,4895443954,,2,highway.service
-498063893#1,62897442,4895443955,,2,highway.service
-498063894,4895443957,4895443955,,2,highway.service
-498063895#0,4895443959,4895443958,,2,highway.service
-498063895#1,4895443962,4895443959,,2,highway.service
-498063895#2,4895443963,4895443962,,2,highway.service
-498063896,4895443962,4895443964,,2,highway.service
-498064573#0,4895450333,4895450332,,2,highway.service
-498064573#1,1315585555,4895450333,,2,highway.service
-498064574#0,4895450335,4895450334,,2,highway.service
-498064574#1,3248125802,4895450335,,2,highway.service
-498064575#0,4895450336,4895450334,,2,highway.service
-498064575#1,4895450337,4895450336,,2,highway.service
-498064576#0,4895450339,4895450338,,2,highway.service
-498064576#1,4895450340,4895450339,,2,highway.service
-498064576#2,4895450341,4895450340,,2,highway.service
-498064577#0,4895450343,4895450342,,2,highway.service
-498064577#1,4895450344,4895450343,,2,highway.service
-498064577#2,4895450345,4895450344,,2,highway.service
-498064577#3,4895450346,4895450345,,2,highway.service
-498064578,4895450347,4895450345,,2,highway.service
-498064579#0,4895450349,4895450348,,2,highway.service
-498064579#1,4895450350,4895450349,,2,highway.service
-498064579#2,4895450351,4895450350,,2,highway.service
-498064579#3,4895450352,4895450351,,2,highway.service
-498064579#4,4895450354,4895450352,,2,highway.service
-498064580#0,4895450362,3248113851,,2,highway.service
-498064580#1,4895450355,4895450362,,2,highway.service
-498064580#2,4895450357,4895450355,,2,highway.service
-498064580#3,4895450358,4895450357,,2,highway.service
-498064581#0,4895450361,4895450359,,2,highway.service
-498064581#1,4895450362,4895450361,,2,highway.service
-498064582,4895450366,3248113851,,2,highway.service
-498064583,4895450368,62879127,,2,highway.service
-498064584#0,4895450369,4895443958,,2,highway.service
-498064584#1,3248114072,4895450369,,2,highway.service
-498064585,4895450369,3248114099,,2,highway.service
-498064586,4895450371,4895450370,,2,highway.service
-498064587#0,4895450381,4895450372,,2,highway.service
-498064587#1,cluster_4895450373_4895450374,4895450381,,2,highway.service
-498064588#0,4895450375,cluster_4895450373_4895450374,,2,highway.service
-498064588#1,4895450376,4895450375,,2,highway.service
-498064588#2,4895450377,4895450376,,2,highway.service
-498064589,3248114093,4895450376,,2,highway.service
-498064590#0,62757561,4895450379,,2,highway.service
-498064590#1,4895450381,62757561,,2,highway.service
-499240188,62847765,cluster_62672655_62672708,Ford Avenue,7,highway.secondary
-500342421#0,4665250243,62695367,River Drive,6,highway.tertiary
-500342421#1,cluster_62607255_780929057,4665250243,River Drive,6,highway.tertiary
-500342421#10,62695533,62838443,River Drive,6,highway.tertiary
-500342421#11,4665251139,62695533,River Drive,6,highway.tertiary
-500342421#12,cluster_3653236550_4665251138,4665251139,River Drive,6,highway.tertiary
-500342421#14,cluster_4665251162_62800846,cluster_3653236550_4665251138,River Drive,6,highway.tertiary
-500342421#16,62821980,cluster_4665251162_62800846,River Drive,6,highway.tertiary
-500342421#17,4663163810,62821980,River Drive,6,highway.tertiary
-500342421#18,62986172,4663163810,River Drive,6,highway.tertiary
-500342421#19,1794763830,62986172,River Drive,6,highway.tertiary
-500342421#3,62626036,cluster_62607255_780929057,River Drive,6,highway.tertiary
-500342421#4,62831547,62626036,River Drive,6,highway.tertiary
-500342421#5,62986149,62831547,River Drive,6,highway.tertiary
-500342421#6,62666549,62986149,River Drive,6,highway.tertiary
-500342421#7,62891960,62666549,River Drive,6,highway.tertiary
-500342421#8,62705612,62891960,River Drive,6,highway.tertiary
-500342421#9,62838443,62705612,River Drive,6,highway.tertiary
-500655416#0,62727740,62878214,Leroy Street,4,highway.residential
-500655416#1,62870693,62727740,Leroy Street,4,highway.residential
-500655416#2,62727939,62870693,Leroy Street,4,highway.residential
-500655416#3,62701472,62727939,Leroy Street,4,highway.residential
-505812540,5364985324,4956550853,Biddle Avenue,7,highway.secondary
-505812541,4956550853,4956550988,Biddle Avenue,7,highway.secondary
-505831609,cluster_62602859_62602953,5364985325,Eureka Road,7,highway.secondary
-505831612#0,1595619287,1595619230,Eureka Road,7,highway.secondary
-505831612#1,4956686692,1595619287,Eureka Road,7,highway.secondary
-505831615,62602963,533735577,Eureka Road,7,highway.secondary
-505831616,4956687721,62602389,Eureka Road,7,highway.secondary
-505831617,62602394,4956687688,Eureka Road,7,highway.secondary
-505852358,62727869,4956858227,Northline Road,7,highway.secondary
-505852359#0,62853743,62847776,Northline Road,7,highway.secondary
-505852359#1,4956858227,62853743,Northline Road,7,highway.secondary
-506327715,5548490022,62847753,Ford Avenue,7,highway.secondary
-506327717#0,62672963,62847755,Ford Avenue,7,highway.secondary
-506327717#1,62832455,62672963,Ford Avenue,7,highway.secondary
-506327717#10,cluster_62847761_62847763,62786158,Ford Avenue,7,highway.secondary
-506327717#12,cluster_62712177_62712208,cluster_62847761_62847763,Ford Avenue,7,highway.secondary
-506327717#14,cluster_62672655_62672708,cluster_62712177_62712208,Ford Avenue,7,highway.secondary
-506327717#2,62832400,62832455,Ford Avenue,7,highway.secondary
-506327717#3,62847757,62832400,Ford Avenue,7,highway.secondary
-506327717#4,62658760,62847757,Ford Avenue,7,highway.secondary
-506327717#5,62658717,62658760,Ford Avenue,7,highway.secondary
-506327717#6,cluster_62629047_62629062,62658717,Ford Avenue,7,highway.secondary
-506327717#8,62786131,cluster_62629047_62629062,Ford Avenue,7,highway.secondary
-506327717#9,62786158,62786131,Ford Avenue,7,highway.secondary
-506327718#1,62847770,cluster_1610952406_4960995623_62847767,Ford Avenue,7,highway.secondary
-506327841#0,1599403197,62847708,Ford Avenue,7,highway.secondary
-506327841#1,1599403222,1599403197,Ford Avenue,7,highway.secondary
-506349266#0,62898640,62898638,Biddle Avenue,7,highway.secondary
-506349266#1,62757598,62898640,Biddle Avenue,7,highway.secondary
-506349266#2,62898642,62757598,Biddle Avenue,7,highway.secondary
-506349266#3,1794392653,62898642,Biddle Avenue,7,highway.secondary
-506349266#4,4961142372,1794392653,Biddle Avenue,7,highway.secondary
-506349267,4961140645,4961140312,Biddle Avenue,7,highway.secondary
-506349268#1,5364985326,cluster_62602859_62602953,Biddle Avenue,7,highway.secondary
-506349403,1599403503,4961142372,Biddle Avenue,7,highway.secondary
-506349404#0,1599403345,1599403503,Biddle Avenue,7,highway.secondary
-506349404#1,62847708,1599403345,Biddle Avenue,7,highway.secondary
-506352154,4961155292,4961155293,Biddle Avenue,7,highway.secondary
-506352155,4961155293,62847708,Biddle Avenue,7,highway.secondary
-506991263,62847753,62847751,Ford Avenue,7,highway.secondary
-508911782,4982149552,62738217,Oak Street,6,highway.tertiary
-508911783#0,62738216,62738214,Oak Street,6,highway.tertiary
-508911783#1,62738217,62738216,Oak Street,6,highway.tertiary
-508914504#0,732395433,62659043,Biddle Avenue,7,highway.secondary
-508914504#1,62898662,732395433,Biddle Avenue,7,highway.secondary
-508914505,62659043,62898656,Biddle Avenue,7,highway.secondary
-508914506#0,cluster_1978960561_62898655,4961155292,Biddle Avenue,7,highway.secondary
-508914506#2,62640313,cluster_1978960561_62898655,Biddle Avenue,7,highway.secondary
-508914506#3,62898656,62640313,Biddle Avenue,7,highway.secondary
-509166590,62898638,3248125787,Biddle Avenue,7,highway.secondary
-509828969,62749470,4982149552,Oak Street,6,highway.tertiary
-509828970#0,62748244,62749470,Oak Street,6,highway.tertiary
-509828970#1,62747882,62748244,Oak Street,6,highway.tertiary
-509828970#2,62749966,62747882,Oak Street,6,highway.tertiary
-509828971,62738209,62738208,Oak Street,6,highway.tertiary
-509828972,62738214,62738213,Oak Street,6,highway.tertiary
-509851261,4989959263,63032137,,2,highway.service
-509851262,911546597,62602963,7th Street,4,highway.residential
-509851263,63032137,911546597,,2,highway.service
-509851264,1315585975,62602963,Eureka Road,7,highway.secondary
-516306189#0,62695553,62838461,Lafayette Boulevard,4,highway.residential
-516306189#1,5040453824,62695553,Lafayette Boulevard,4,highway.residential
-516434768,1595619155,5041447121,,2,highway.service
-516434769,5041447121,5041447122,,2,highway.service
-517895813#0,62727907,62868043,Superior Street,4,highway.residential
-517895813#1,62870668,62727907,Superior Street,4,highway.residential
-517895813#2,62727692,62870668,Superior Street,4,highway.residential
-518316070#1,1793512576,cluster_1348331193_5056212151,Eureka Road,7,highway.secondary
-518316070#2,4956687688,1793512576,Eureka Road,7,highway.secondary
-527531036#0,62984971,62984970,Quarry Road,6,highway.tertiary
-527531036#1,1653894145,62984971,Quarry Road,6,highway.tertiary
-527531036#2,cluster_3806334267_62914356,1653894145,Quarry Road,6,highway.tertiary
-527531036#4,3806333932,cluster_3806334267_62914356,Quarry Road,6,highway.tertiary
-527531036#5,3806333924,3806333932,Quarry Road,6,highway.tertiary
-527531036#6,62838388,3806333924,Quarry Road,6,highway.tertiary
-527531036#7,62984975,62838388,Quarry Road,6,highway.tertiary
-527531036#8,62858610,62984975,Quarry Road,6,highway.tertiary
-533782261#0,29836318,5178040575,,2,highway.service
-533782261#1,5178040571,29836318,,2,highway.service
-533782261#2,5178040565,5178040571,,2,highway.service
-533782261#3,5178040571,5178040565,,2,highway.service
-534394716,5182766379,5182766378,,2,highway.service
-534394717#0,5182766379,5182766383,,2,highway.service
-534394717#1,5182766378,5182766379,,2,highway.service
-534394717#2,5182766374,5182766378,,2,highway.service
-535841070,5192479131,cluster_5192479135_62656541,,2,highway.service
-539384553,1794763830,1794763831,Harrison Boulevard,6,highway.tertiary
-539385958#0,62935525,62832452,Goddard Road,6,highway.tertiary
-539385958#1,62658711,62935525,Goddard Road,6,highway.tertiary
-539385958#2,62629039,62658711,Goddard Road,6,highway.tertiary
-539385958#3,62786140,62629039,Goddard Road,6,highway.tertiary
-539385958#4,62935546,62786140,Goddard Road,6,highway.tertiary
-539385958#5,62712194,62935546,Goddard Road,6,highway.tertiary
-539385958#6,62672697,62712194,Goddard Road,6,highway.tertiary
-539385958#7,62881445,62672697,Goddard Road,6,highway.tertiary
-539385958#8,62935554,62881445,Goddard Road,6,highway.tertiary
-539385958#9,62868422,62935554,Goddard Road,6,highway.tertiary
-539385959,62832452,62935520,Goddard Road,6,highway.tertiary
-539385960,62619107,62935520,13th Street,4,highway.residential
-556148444,cluster_62602859_62602953,5364985324,Biddle Avenue,7,highway.secondary
-556148445,5364985325,4956686692,Eureka Road,7,highway.secondary
-557531735,4961140312,5364985326,Biddle Avenue,7,highway.secondary
-579339646,5548490024,5548490022,,2,highway.service
-579339647,62847755,5548490022,Ford Avenue,7,highway.secondary
-581932152,62602874,62602877,Eureka Road,7,highway.secondary
-581932159,533735573,62602874,Eureka Road,7,highway.secondary
-59096057#0,62858586,62858589,Pennsylvania Road,7,highway.secondary
-59096057#1,732361676,62858586,Pennsylvania Road,7,highway.secondary
-59096057#2,732362071,732361676,Pennsylvania Road,7,highway.secondary
-59096057#3,394347675,732362071,Pennsylvania Road,7,highway.secondary
-59096057#4,cluster_1980634918_394347674,394347675,Pennsylvania Road,7,highway.secondary
-59096057#6,62656566,cluster_1980634918_394347674,Pennsylvania Road,7,highway.secondary
-607509392,5757376238,62863474,,2,highway.service
-61594754#0,62847712,1599403222,Ford Avenue,7,highway.secondary
-61594754#1,62847714,62847712,Ford Avenue,7,highway.secondary
-61594754#2,62847719,62847714,Ford Avenue,7,highway.secondary
-61594754#3,62544504,62847719,Ford Avenue,7,highway.secondary
-61594754#4,62847721,62544504,Ford Avenue,7,highway.secondary
-61594754#5,62847723,62847721,Ford Avenue,7,highway.secondary
-61594754#6,62752538,62847723,Ford Avenue,7,highway.secondary
-61594754#7,62752502,62752538,Ford Avenue,7,highway.secondary
-622408889,5879174259,5879174260,,2,highway.service
-622408892,5879174260,62729864,,2,highway.service
-622464091,cluster_5879560208_5879560260,62838392,,2,highway.service
-622464092#0,5879560222,5879560225,,2,highway.service
-622464092#1,5879560226,5879560222,,2,highway.service
-622464093,5879560227,5879560228,,2,highway.service
-622464094#0,5879560239,5879560249,,2,highway.service
-622464094#1,5879560235,5879560239,,2,highway.service
-622464095,5879560228,5879560235,,2,highway.service
-622464096,5879560222,5879560249,,2,highway.service
-622464098#1,5879560239,cluster_5879560244_5879560248_5879560251,,2,highway.service
-622464098#2,5879560227,5879560239,,2,highway.service
-622464098#3,5879560225,5879560227,,2,highway.service
-622464098#4,5879560226,5879560225,,2,highway.service
-622464099#0,5879560254,5879560253,,2,highway.service
-622464099#1,cluster_5879560244_5879560248_5879560251,5879560254,,2,highway.service
-622464099#3,5879560249,cluster_5879560244_5879560248_5879560251,,2,highway.service
-622464100,5879560254,5879560259,,2,highway.service
-622464101#0,5879560489,5879560266,,2,highway.service
-622464101#1,cluster_5879560208_5879560260,5879560489,,2,highway.service
-622464102,5879560269,5879560270,,2,highway.service
-622464103,5879560278,5879560269,,2,highway.service
-622464104#0,5879560278,5879560501,,2,highway.service
-622464104#1,5879560271,5879560278,,2,highway.service
-622464105#0,5879560266,5879560529,,2,highway.service
-622464105#1,5879560501,5879560266,,2,highway.service
-622464105#2,5879560271,5879560501,,2,highway.service
-622464105#3,5879560489,5879560271,,2,highway.service
-622464106,5879560502,5879560506,,2,highway.service
-622464107,5879560507,5879560513,,2,highway.service
-622464108#0,5879560513,5879560520,,2,highway.service
-622464108#1,5879560512,5879560513,,2,highway.service
-622464109,5879560526,5879560525,,2,highway.service
-622464110,5879560525,5879560527,,2,highway.service
-622464111#0,5879560529,5879560528,,2,highway.service
-622464111#1,5879560506,5879560529,,2,highway.service
-622464111#2,5879560526,5879560506,,2,highway.service
-622464111#3,5879560520,5879560526,,2,highway.service
-622464111#4,5879560518,5879560520,,2,highway.service
-622464112,5879560528,62656556,,2,highway.service
-62630253,780929051,780929058,,2,highway.service
-62630254#0,780929055,cluster_62607255_780929057,,2,highway.service
-62630254#1,780929051,780929055,,2,highway.service
-62630254#2,780929058,780929051,,2,highway.service
-62630254#3,780929042,780929058,,2,highway.service
-62630254#4,780929055,780929042,,2,highway.service
-633451657#0,62855814,62727921,Sycamore Street,4,highway.residential
-633451657#1,62727711,62855814,Sycamore Street,4,highway.residential
-633678431#0,1653894109,1315429987,,2,highway.service
-633678431#1,1653894200,1653894109,,2,highway.service
-633678431#2,1653894155,1653894200,,2,highway.service
-633678431#3,1315430018,1653894155,,2,highway.service
-633678431#4,1315429913,1315430018,,2,highway.service
-633680207,62847776,394347446,Northline Road,7,highway.secondary
-636433564#0,62727909,62727907,Barberry Street,4,highway.residential
-636433564#1,62727911,62727909,Barberry Street,4,highway.residential
-636433564#10,62727923,62602398,Barberry Street,4,highway.residential
-636433564#11,62727925,62727923,Barberry Street,4,highway.residential
-636433564#12,62675844,62727925,Barberry Street,4,highway.residential
-636433564#13,62727928,62675844,Barberry Street,4,highway.residential
-636433564#14,62727930,62727928,Barberry Street,4,highway.residential
-636433564#15,62727932,62727930,Barberry Street,4,highway.residential
-636433564#16,62727934,62727932,Barberry Street,4,highway.residential
-636433564#17,62727937,62727934,Barberry Street,4,highway.residential
-636433564#18,62727939,62727937,Barberry Street,4,highway.residential
-636433564#2,62727913,62727911,Barberry Street,4,highway.residential
-636433564#3,62603292,62727913,Barberry Street,4,highway.residential
-636433564#4,62727915,62603292,Barberry Street,4,highway.residential
-636433564#5,62727918,62727915,Barberry Street,4,highway.residential
-636433564#6,62727920,62727918,Barberry Street,4,highway.residential
-636433564#7,62727921,62727920,Barberry Street,4,highway.residential
-636433564#8,1793512571,62727921,Barberry Street,4,highway.residential
-636433564#9,62602398,1793512571,Barberry Street,4,highway.residential
-636433565#0,62870670,62870668,Howard Street,4,highway.residential
-636433565#1,62870672,62870670,Howard Street,4,highway.residential
-636433565#10,62602400,cluster_1793536938_1793543533,Howard Street,4,highway.residential
-636433565#11,62870683,62602400,Howard Street,4,highway.residential
-636433565#12,62675845,62870683,Howard Street,4,highway.residential
-636433565#13,62870685,62675845,Howard Street,4,highway.residential
-636433565#14,62870687,62870685,Howard Street,4,highway.residential
-636433565#15,62870688,62870687,Howard Street,4,highway.residential
-636433565#16,62870689,62870688,Howard Street,4,highway.residential
-636433565#17,62870690,62870689,Howard Street,4,highway.residential
-636433565#18,62870693,62870690,Howard Street,4,highway.residential
-636433565#2,62870674,62870672,Howard Street,4,highway.residential
-636433565#3,62603293,62870674,Howard Street,4,highway.residential
-636433565#4,62870677,62603293,Howard Street,4,highway.residential
-636433565#5,62870679,62870677,Howard Street,4,highway.residential
-636433565#6,62870681,62870679,Howard Street,4,highway.residential
-636433565#7,62855814,62870681,Howard Street,4,highway.residential
-636433565#8,cluster_1793536938_1793543533,62855814,Howard Street,4,highway.residential
-77449196#0,1595619359,cluster_1595619171_1595619261_3271383643,,2,highway.service
-77449196#1,1595619253,1595619359,,2,highway.service
-77449196#2,1595619151,1595619253,,2,highway.service
-77449196#3,1599468909,1595619151,,2,highway.service
-77449196#4,911546597,1599468909,,2,highway.service
-77449197#0,62948942,62948948,13th Street,5,highway.unclassified
-77449197#1,62701489,62948942,13th Street,5,highway.unclassified
-77449197#2,62593420,62701489,13th Street,5,highway.unclassified
-77449197#3,62580383,62593420,13th Street,5,highway.unclassified
-77449197#4,1611272341,62580383,13th Street,5,highway.unclassified
-77449197#5,62858589,1611272341,13th Street,5,highway.unclassified
-77449198,62852047,cluster_62852052_62852097,Superior Boulevard,4,highway.residential
-8727255,cluster_62544408_62544483,62544406,McKinley Street,4,highway.residential
-8727265#0,62544485,cluster_62544408_62544483,McKinley Street,4,highway.residential
-8727265#1,62544490,62544485,McKinley Street,4,highway.residential
-8730616,62580385,62580383,,2,highway.service
-8731951,62593421,62593420,,2,highway.service
-8732806#0,62602857,1595619268,Eureka Road,4,highway.residential
-8732806#1,3738244367,62602857,Eureka Road,4,highway.residential
-8732806#2,3738244368,3738244367,Eureka Road,4,highway.residential
-8732806#3,cluster_1315585701_3738244369,3738244368,Eureka Road,4,highway.residential
-8732806#5,cluster_62602859_62602953,cluster_1315585701_3738244369,Eureka Road,4,highway.residential
-8732837#0,62603292,62603291,Phelps Street,4,highway.residential
-8732837#1,62603293,62603292,Phelps Street,4,highway.residential
-8732837#2,62603297,62603293,Phelps Street,4,highway.residential
-8732982,62605456,62605454,Hubbard Avenue,4,highway.residential
-8733135#0,62607257,cluster_62607255_780929057,Stewart Avenue,4,highway.residential
-8733135#1,62607262,62607257,Stewart Avenue,4,highway.residential
-8733570#0,62612382,62612380,Highland Street,4,highway.residential
-8733570#1,62612384,62612382,Highland Street,4,highway.residential
-8734154#0,62619069,62712200,Baumey Street,4,highway.residential
-8734154#1,62619073,62619069,Baumey Street,4,highway.residential
-8734154#2,1602805987,62619073,Baumey Street,4,highway.residential
-8734154#3,62619075,1602805987,Baumey Street,4,highway.residential
-8734157#0,62619080,62619078,Baumey Street,4,highway.residential
-8734157#1,62619082,62619080,Baumey Street,4,highway.residential
-8734157#10,62619105,62619102,Baumey Street,4,highway.residential
-8734157#11,62619107,62619105,Baumey Street,4,highway.residential
-8734157#12,62619109,62619107,Baumey Street,4,highway.residential
-8734157#2,62619084,62619082,Baumey Street,4,highway.residential
-8734157#3,62619087,62619084,Baumey Street,4,highway.residential
-8734157#4,62619089,62619087,Baumey Street,4,highway.residential
-8734157#5,62619095,62619089,Baumey Street,4,highway.residential
-8734157#6,62619098,62619095,Baumey Street,4,highway.residential
-8734157#7,62619099,62619098,Baumey Street,4,highway.residential
-8734157#8,62619100,62619099,Baumey Street,4,highway.residential
-8734157#9,62619102,62619100,Baumey Street,4,highway.residential
-8734158#0,62619113,62870305,Baumey Street,4,highway.residential
-8734158#1,cluster_62544408_62544483,62619113,Baumey Street,4,highway.residential
-8734660,62625332,62625330,Duplex Avenue,4,highway.residential
-8734741#0,295221555,62625995,New York Avenue,4,highway.residential
-8734741#1,62625997,295221555,New York Avenue,4,highway.residential
-8734741#2,62626000,62625997,New York Avenue,4,highway.residential
